47.5619 	EXP 	grating: autoDraw = False
47.5619 	EXP 	grating: ori = np.float64(1.5)
47.5619 	EXP 	fixation: autoDraw = True
47.7121 	EXP 	Device response: <KeyPress from None: t=47.53294129999995, value=right, duration=0.1643393999984255>
48.0469 	INFO 	Keyboard events cleared
48.0468 	EXP 	grating: autoDraw = True
48.0619 	EXP 	fixation: autoDraw = False
48.3628 	EXP 	grating: autoDraw = False
48.7460 	EXP 	Device response: <KeyPress from None: t=48.74322289999691, value=right, duration=None>
48.7466 	DATA 	Keypress: right
48.7624 	EXP 	fixation: autoDraw = False
48.7624 	EXP 	grating: autoDraw = False
48.7624 	EXP 	grating: ori = np.float64(1.0)
48.7624 	EXP 	fixation: autoDraw = True
48.8960 	EXP 	Device response: <KeyPress from None: t=48.74322289999691, value=right, duration=0.14969270000074175>
49.2628 	INFO 	Keyboard events cleared
49.2627 	EXP 	fixation: autoDraw = False
49.2627 	EXP 	grating: autoDraw = True
49.5798 	EXP 	grating: autoDraw = False
49.8450 	EXP 	Device response: <KeyPress from None: t=49.843909999999596, value=right, duration=None>
49.8456 	DATA 	Keypress: right
49.8614 	EXP 	fixation: autoDraw = False
49.8614 	EXP 	grating: autoDraw = False
49.8614 	EXP 	grating: ori = np.float64(1.0)
49.8614 	EXP 	fixation: autoDraw = True
50.0281 	EXP 	Device response: <KeyPress from None: t=49.843909999999596, value=right, duration=0.17464259999906062>
50.3462 	INFO 	Keyboard events cleared
