thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
56,0,56,[np.float64(0.39)],[np.float64(0.265)],[1],[0],[0],[1.5909290000563487],['target'],56,0,56,0,97.38171280000824,,5,97.37574030004907,97.38171280000824,97.38171280000824,0.008172900066711009,98.96671960002277,[np.float64(0.39)],[np.float64(0.265)],[1],[0],[0],[1.5909290000563487],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
57,0,57,[np.float64(-0.465)],[np.float64(0.455)],[1],[0],[0],[1.5247051999904215],['target'],57,0,57,0,98.9817052000435,,5,98.9748655000003,98.9817052000435,98.9817052000435,0.008049099938943982,100.49961810000241,[np.float64(-0.465)],[np.float64(0.455)],[1],[0],[0],[1.5247051999904215],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
58,0,58,[np.float64(-0.485)],[np.float64(-0.16875)],[1],[0],[0],[1.6090224999934435],['target'],58,0,58,0,100.51560400007293,,5,100.5076319000218,100.51560400007293,100.51560400007293,0.00792230002116412,102.11670340003911,[np.float64(-0.485)],[np.float64(-0.16875)],[1],[0],[0],[1.6090224999934435],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
59,0,59,[np.float64(-0.295)],[np.float64(0.24875)],[1],[0],[0],[1.3510187999345362],['target'],59,0,59,0,102.14720020000823,,10,102.13153200002853,102.14720020000823,102.14720020000823,0.014735599979758263,103.4825995999854,[np.float64(-0.295)],[np.float64(0.24875)],[1],[0],[0],[1.3510187999345362],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
60,0,60,[np.float64(-0.33875)],[np.float64(-0.35625)],[1],[0],[0],[1.4578228000318632],['target'],60,0,60,0,103.4974305999931,,5,103.49062900000717,103.4974305999931,103.4974305999931,0.007918299990706146,104.94849620002788,[np.float64(-0.33875)],[np.float64(-0.35625)],[1],[0],[0],[1.4578228000318632],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
61,0,61,[np.float64(0.49)],[np.float64(-0.23375)],[1],[0],[0],[1.8752488000318408],['target'],61,0,61,0,104.96419530001003,,5,104.95668780000415,104.96419530001003,104.96419530001003,0.0080968999536708,106.83198800007813,[np.float64(0.49)],[np.float64(-0.23375)],[1],[0],[0],[1.8752488000318408],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
62,0,62,[np.float64(-0.2425)],[np.float64(-0.03)],[1],[0],[0],[1.9005336000118405],['target'],62,0,62,0,106.86329750006553,,10,106.84697569999844,106.86329750006553,106.86329750006553,0.014896700042299926,108.74756310007069,[np.float64(-0.2425)],[np.float64(-0.03)],[1],[0],[0],[1.9005336000118405],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
63,0,63,"[np.float64(-0.30625), np.float64(-0.305)]","[np.float64(-0.315), np.float64(-0.335)]","[1, 1]","[0, 0]","[0, 0]","[1.4513273999327794, 2.501074100029655]","[None, 'target']",63,0,63,0,108.7798692000797,,10,108.76310780004133,108.7798692000797,108.7798692000797,0.015416999929584563,111.26422710006591,"[np.float64(-0.30625), np.float64(-0.305)]","[np.float64(-0.315), np.float64(-0.335)]","[1, 1]","[0, 0]","[0, 0]","[1.4513273999327794, 2.501074100029655]","[None, 'target']",P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
64,0,64,[np.float64(0.17125)],[np.float64(0.19)],[1],[0],[0],[1.375292700016871],['target'],64,0,64,0,111.2798877999885,,5,111.27259170007892,111.2798877999885,111.2798877999885,0.008233699947595596,112.6479308999842,[np.float64(0.17125)],[np.float64(0.19)],[1],[0],[0],[1.375292700016871],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
65,0,65,[np.float64(-0.135)],[np.float64(0.09)],[1],[0],[0],[1.3345673000440001],['target'],65,0,65,0,112.678720899974,,10,112.66277589998208,112.678720899974,112.678720899974,0.014751499984413385,113.99739090004005,[np.float64(-0.135)],[np.float64(0.09)],[1],[0],[0],[1.3345673000440001],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
66,0,66,[np.float64(0.48625)],[np.float64(-0.315)],[1],[0],[0],[1.875511800055392],['target'],66,0,66,0,114.0124807000393,,5,114.005161600071,114.0124807000393,114.0124807000393,0.007656700094230473,115.8807325999951,[np.float64(0.48625)],[np.float64(-0.315)],[1],[0],[0],[1.875511800055392],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
67,0,67,[np.float64(-0.16)],[np.float64(0.38875)],[1],[0],[0],[1.641193800023757],['target'],67,0,67,0,115.89600670000073,,5,115.88873660005629,115.89600670000073,115.89600670000073,0.007911400054581463,117.529983800021,[np.float64(-0.16)],[np.float64(0.38875)],[1],[0],[0],[1.641193800023757],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
68,0,68,[np.float64(0.4725)],[np.float64(-0.35375)],[1],[0],[0],[1.8091882999287918],['target'],68,0,68,0,117.54573500005063,,5,117.53695670003071,117.54573500005063,117.54573500005063,0.006872300058603287,119.3461915999651,[np.float64(0.4725)],[np.float64(-0.35375)],[1],[0],[0],[1.8091882999287918],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
69,0,69,[np.float64(-0.2075)],[np.float64(-0.1225)],[1],[0],[0],[1.3915165999205783],['target'],69,0,69,0,119.36176050000358,,5,119.3541503000306,119.36176050000358,119.36176050000358,0.007867000065743923,120.74571430007927,[np.float64(-0.2075)],[np.float64(-0.1225)],[1],[0],[0],[1.3915165999205783],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
70,0,70,"[np.float64(0.12625), np.float64(0.13375)]","[np.float64(0.43625), np.float64(0.415)]","[1, 1]","[0, 0]","[0, 0]","[1.3690294999396428, 2.418312900001183]","[None, 'target']",70,0,70,0,120.77797180006746,,10,120.76076530001592,120.77797180006746,120.77797180006746,0.014938200009055436,123.17912470002193,"[np.float64(0.12625), np.float64(0.13375)]","[np.float64(0.43625), np.float64(0.415)]","[1, 1]","[0, 0]","[0, 0]","[1.3690294999396428, 2.418312900001183]","[None, 'target']",P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
71,0,71,[np.float64(-0.3675)],[np.float64(-0.035)],[1],[0],[0],[1.718171300017275],['target'],71,0,71,0,123.21034540003166,,10,123.19418320001569,123.21034540003166,123.21034540003166,0.014929500059224665,124.91240610007662,[np.float64(-0.3675)],[np.float64(-0.035)],[1],[0],[0],[1.718171300017275],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
72,0,72,[np.float64(-0.18875)],[np.float64(0.40625)],[1],[0],[0],[1.451482699951157],['target'],72,0,72,0,124.94379400007892,,10,124.92698240000755,124.94379400007892,124.94379400007892,0.014456799952313304,126.37851130007766,[np.float64(-0.18875)],[np.float64(0.40625)],[1],[0],[0],[1.451482699951157],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
73,0,73,[np.float64(-0.3675)],[np.float64(-0.42625)],[1],[0],[0],[2.2353589000413194],['target'],73,0,73,0,126.40986170002725,,10,126.3931018000003,126.40986170002725,126.40986170002725,0.014475999982096255,128.6285112000769,[np.float64(-0.3675)],[np.float64(-0.42625)],[1],[0],[0],[2.2353589000413194],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
74,0,74,[np.float64(0.3725)],[np.float64(0.08875)],[1],[0],[0],[1.4570756000466645],['target'],74,0,74,0,128.64419790008105,,5,128.6375133000547,128.64419790008105,128.64419790008105,0.00889559998176992,130.09464690007735,[np.float64(0.3725)],[np.float64(0.08875)],[1],[0],[0],[1.4570756000466645],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
75,0,75,"[np.float64(0.51375), np.float64(0.5)]","[np.float64(-0.4575), np.float64(-0.46)]","[1, 1]","[0, 0]","[0, 0]","[2.318876300007105, 3.2178568000672385]","[None, 'target']",75,0,75,0,130.12679640005808,,10,130.1095841000788,130.12679640005808,130.12679640005808,0.01484580000396818,133.32748720003292,"[np.float64(0.51375), np.float64(0.5)]","[np.float64(-0.4575), np.float64(-0.46)]","[1, 1]","[0, 0]","[0, 0]","[2.318876300007105, 3.2178568000672385]","[None, 'target']",P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
76,0,76,[np.float64(0.145)],[np.float64(-0.0825)],[1],[0],[0],[1.7421961000654846],['target'],76,0,76,0,133.3432641000254,,5,133.33590269996785,133.3432641000254,133.3432641000254,0.008282799972221255,135.0781589000253,[np.float64(0.145)],[np.float64(-0.0825)],[1],[0],[0],[1.7421961000654846],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
77,0,77,[np.float64(0.4125)],[np.float64(-0.13125)],[1],[0],[0],[2.090878100018017],['target'],77,0,77,0,135.0925843999721,,5,135.08606110000983,135.0925843999721,135.0925843999721,0.007786300033330917,137.1769895000616,[np.float64(0.4125)],[np.float64(-0.13125)],[1],[0],[0],[2.090878100018017],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
78,0,78,[np.float64(0.46125)],[np.float64(-0.08125)],[1],[0],[0],[2.0033049000194296],['target'],78,0,78,0,137.20838109997567,,10,137.19057700003032,137.20838109997567,137.20838109997567,0.013508500065654516,139.19393140007742,[np.float64(0.46125)],[np.float64(-0.08125)],[1],[0],[0],[2.0033049000194296],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
79,0,79,[np.float64(0.03875)],[np.float64(0.06)],[1],[0],[0],[1.3680670000612736],['target'],79,0,79,0,139.22443279996514,,10,139.20853269996587,139.22443279996514,139.22443279996514,0.014484499930404127,140.57664550002664,[np.float64(0.03875)],[np.float64(0.06)],[1],[0],[0],[1.3680670000612736],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
80,0,80,[np.float64(-0.165)],[np.float64(0.375)],[1],[0],[0],[1.2185887000523508],['target'],80,0,80,0,140.60818400001153,,10,140.59110249998048,140.60818400001153,140.60818400001153,0.014344200026243925,141.80974260007497,[np.float64(-0.165)],[np.float64(0.375)],[1],[0],[0],[1.2185887000523508],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
81,0,81,[np.float64(0.13875)],[np.float64(-0.45875)],[1],[0],[0],[2.335789500037208],['target'],81,0,81,0,141.84053519996814,,10,141.82350820000283,141.84053519996814,141.84053519996814,0.013654900016263127,144.1593480000738,[np.float64(0.13875)],[np.float64(-0.45875)],[1],[0],[0],[2.335789500037208],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
82,0,82,[np.float64(-0.24625)],[np.float64(0.3625)],[1],[0],[0],[1.2423433000221848],['target'],82,0,82,0,144.17402160004713,,5,144.16738210001495,144.17402160004713,144.17402160004713,0.007924900040961802,145.40978019998875,[np.float64(-0.24625)],[np.float64(0.3625)],[1],[0],[0],[1.2423433000221848],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
83,0,83,[np.float64(-0.265)],[np.float64(0.37125)],[1],[0],[0],[1.2673754999414086],['target'],83,0,83,0,145.44042840006296,,10,145.42480050004087,145.44042840006296,145.44042840006296,0.014938400010578334,146.69221999996807,[np.float64(-0.265)],[np.float64(0.37125)],[1],[0],[0],[1.2673754999414086],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
84,0,84,[np.float64(0.44375)],[np.float64(-0.45125)],[1],[0],[0],[1.8243053999030963],['target'],84,0,84,0,146.7071908999933,,5,146.7004842000315,146.7071908999933,146.7071908999933,0.008153800037689507,148.5248428999912,[np.float64(0.44375)],[np.float64(-0.45125)],[1],[0],[0],[1.8243053999030963],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
85,0,85,[np.float64(-0.2)],[np.float64(0.12)],[1],[0],[0],[1.3250637999735773],['target'],85,0,85,0,148.54032989998814,,5,148.53311159997247,148.54032989998814,148.54032989998814,0.008156799944117665,149.85822379996534,[np.float64(-0.2)],[np.float64(0.12)],[1],[0],[0],[1.3250637999735773],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
86,0,86,[np.float64(-0.38625)],[np.float64(-0.3475)],[1],[0],[0],[1.6079553000163287],['target'],86,0,86,0,149.87322599999607,,5,149.8663534000516,149.87322599999607,149.87322599999607,0.008036100072786212,151.4743538000621,[np.float64(-0.38625)],[np.float64(-0.3475)],[1],[0],[0],[1.6079553000163287],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
87,0,87,"[np.float64(-0.08375), np.float64(-0.07375)]","[np.float64(-0.3575), np.float64(-0.34875)]","[1, 1]","[0, 0]","[0, 0]","[1.4014769999776036, 2.3183458999264985]","[None, 'target']",87,0,87,0,151.5057567000622,,10,151.48953060002532,151.5057567000622,151.5057567000622,0.015036100056022406,153.80792479997035,"[np.float64(-0.08375), np.float64(-0.07375)]","[np.float64(-0.3575), np.float64(-0.34875)]","[1, 1]","[0, 0]","[0, 0]","[1.4014769999776036, 2.3183458999264985]","[None, 'target']",P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
88,0,88,[np.float64(-0.25875)],[np.float64(-0.38125)],[1],[0],[0],[1.3343428999651223],['target'],88,0,88,0,153.83927440003026,,10,153.82260910002515,153.83927440003026,153.83927440003026,0.014553099987097085,155.1570094000781,[np.float64(-0.25875)],[np.float64(-0.38125)],[1],[0],[0],[1.3343428999651223],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
89,0,89,[np.float64(0.37375)],[np.float64(-0.285)],[1],[0],[0],[1.1352270999923348],['target'],89,0,89,0,155.1897333000088,,10,155.17152350000106,155.1897333000088,155.1897333000088,0.014390100026503205,156.30679729999974,[np.float64(0.37375)],[np.float64(-0.285)],[1],[0],[0],[1.1352270999923348],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
90,0,90,[np.float64(0.07875)],[np.float64(-0.13625)],[1],[0],[0],[1.3429072999861091],['target'],90,0,90,0,156.32232959999237,,5,156.31473730003927,156.32232959999237,156.32232959999237,0.007821400067768991,157.65769410005305,[np.float64(0.07875)],[np.float64(-0.13625)],[1],[0],[0],[1.3429072999861091],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
91,0,91,[np.float64(-0.08)],[np.float64(-0.135)],[1],[0],[0],[1.1009202999994159],['target'],91,0,91,0,157.68872009997722,,10,157.67237889999524,157.68872009997722,157.68872009997722,0.014590300037525594,158.77334690000862,[np.float64(-0.08)],[np.float64(-0.135)],[1],[0],[0],[1.1009202999994159],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
92,0,92,"[np.float64(0.35875), np.float64(0.39)]","[np.float64(0.23625), np.float64(0.245)]","[1, 1]","[0, 0]","[0, 0]","[1.418216000078246, 2.3344871000153944]","[None, 'target']",92,0,92,0,158.80506490007974,,10,158.78813800006174,158.80506490007974,158.80506490007974,0.01466960005927831,161.1226760999998,"[np.float64(0.35875), np.float64(0.39)]","[np.float64(0.23625), np.float64(0.245)]","[1, 1]","[0, 0]","[0, 0]","[1.418216000078246, 2.3344871000153944]","[None, 'target']",P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
93,0,93,[np.float64(-0.22)],[np.float64(0.0925)],[1],[0],[0],[1.3084248000523075],['target'],93,0,93,0,161.13835090002976,,5,161.13104730006307,161.13835090002976,161.13835090002976,0.008243500022217631,162.43952140002511,[np.float64(-0.22)],[np.float64(0.0925)],[1],[0],[0],[1.3084248000523075],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
94,0,94,[np.float64(0.015)],[np.float64(0.315)],[1],[0],[0],[1.917456499999389],['target'],94,0,94,0,162.47065290005412,,10,162.4550919000758,162.47065290005412,162.47065290005412,0.015491900034248829,164.37259689997882,[np.float64(0.015)],[np.float64(0.315)],[1],[0],[0],[1.917456499999389],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
95,0,95,"[np.float64(-0.0175), np.float64(-0.00125)]","[np.float64(-0.0725), np.float64(-0.075)]","[1, 1]","[0, 0]","[0, 0]","[9.773362900014035, 11.523366899928078]","[None, 'target']",95,0,95,0,164.38862910005264,,5,164.38061380002182,164.38862910005264,164.38862910005264,0.007903799996711314,175.90403019997757,"[np.float64(-0.0175), np.float64(-0.00125)]","[np.float64(-0.0725), np.float64(-0.075)]","[1, 1]","[0, 0]","[0, 0]","[9.773362900014035, 11.523366899928078]","[None, 'target']",P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
96,0,96,[np.float64(-0.50375)],[np.float64(0.2525)],[1],[0],[0],[2.9677230999805033],['target'],96,0,96,0,175.93559700006153,,10,175.919017600012,175.93559700006153,175.93559700006153,0.014875699998810887,178.88679220003542,[np.float64(-0.50375)],[np.float64(0.2525)],[1],[0],[0],[2.9677230999805033],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
97,0,97,[np.float64(0.475)],[np.float64(0.28875)],[1],[0],[0],[9.807035699952394],['target'],97,0,97,0,178.90260530007072,,5,178.89480070001446,178.90260530007072,178.90260530007072,0.007892000023275614,188.7018891000189,[np.float64(0.475)],[np.float64(0.28875)],[1],[0],[0],[9.807035699952394],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
98,0,98,[np.float64(0.1575)],[np.float64(0.39625)],[1],[0],[0],[1.3013393000001088],['target'],98,0,98,0,188.73309320001863,,10,188.71690110000782,188.73309320001863,188.73309320001863,0.014916399959474802,190.01829979999457,[np.float64(0.1575)],[np.float64(0.39625)],[1],[0],[0],[1.3013393000001088],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
99,0,99,[np.float64(-0.425)],[np.float64(0.31125)],[1],[0],[0],[1.7082472000038251],['target'],99,0,99,0,190.03387410007417,,5,190.02626399998553,190.03387410007417,190.03387410007417,0.007838499965146184,191.73455779999495,[np.float64(-0.425)],[np.float64(0.31125)],[1],[0],[0],[1.7082472000038251],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
100,0,100,[np.float64(0.19125)],[np.float64(0.38375)],[1],[0],[0],[1.3914899999508634],['target'],100,0,100,0,191.75028290005866,,5,191.74269500002265,191.75028290005866,191.75028290005866,0.008039499982260168,193.13423530000728,[np.float64(0.19125)],[np.float64(0.38375)],[1],[0],[0],[1.3914899999508634],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
101,0,101,[np.float64(0.365)],[np.float64(-0.2575)],[1],[0],[0],[1.9252769999438897],['target'],101,0,101,0,193.14969240000937,,5,193.14221570000518,193.14969240000937,193.14969240000937,0.007884299964644015,195.06754870002624,[np.float64(0.365)],[np.float64(-0.2575)],[1],[0],[0],[1.9252769999438897],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
102,0,102,[np.float64(-0.15125)],[np.float64(0.00375)],[1],[0],[0],[1.2012817000504583],['target'],102,0,102,0,195.09904800006188,,10,195.0822058999911,195.09904800006188,195.09904800006188,0.014567599981091917,196.28353650006466,[np.float64(-0.15125)],[np.float64(0.00375)],[1],[0],[0],[1.2012817000504583],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
103,0,103,[np.float64(-0.39875)],[np.float64(0.355)],[1],[0],[0],[1.2092268000124022],['target'],103,0,103,0,196.29904579999857,,5,196.29171410005074,196.29904579999857,196.29904579999857,0.008064300054684281,197.50099390000105,[np.float64(-0.39875)],[np.float64(0.355)],[1],[0],[0],[1.2092268000124022],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
104,0,104,"[np.float64(0.01), np.float64(0.01375)]","[np.float64(-0.1075), np.float64(-0.1325)]","[1, 1]","[0, 0]","[0, 0]","[1.6509400999639183, 2.6669060999993235]","[None, 'target']",104,0,104,0,197.53188450005837,,10,197.51571180007886,197.53188450005837,197.53188450005837,0.014623799943365157,200.18267550005112,"[np.float64(0.01), np.float64(0.01375)]","[np.float64(-0.1075), np.float64(-0.1325)]","[1, 1]","[0, 0]","[0, 0]","[1.6509400999639183, 2.6669060999993235]","[None, 'target']",P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
105,0,105,[np.float64(-0.405)],[np.float64(0.45)],[1],[0],[0],[1.4356338999932632],['target'],105,0,105,0,200.2152238000417,,10,200.19756140001118,200.2152238000417,200.2152238000417,0.01472720003221184,201.63324570003897,[np.float64(-0.405)],[np.float64(0.45)],[1],[0],[0],[1.4356338999932632],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
106,0,106,"[np.float64(-0.52), np.float64(-0.51)]","[np.float64(-0.48125), np.float64(-0.48625)]","[1, 1]","[0, 0]","[0, 0]","[1.5016004999633878, 2.467304299934767]","[None, 'target']",106,0,106,0,201.66474130004644,,10,201.648504300043,201.66474130004644,201.66474130004644,0.015150499995797873,204.11585279996507,"[np.float64(-0.52), np.float64(-0.51)]","[np.float64(-0.48125), np.float64(-0.48625)]","[1, 1]","[0, 0]","[0, 0]","[1.5016004999633878, 2.467304299934767]","[None, 'target']",P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
107,0,107,[np.float64(-0.505)],[np.float64(-0.33125)],[1],[0],[0],[3.1081551000243053],['target'],107,0,107,0,204.1316912000766,,5,204.12402079999447,204.1316912000766,204.1316912000766,0.008036899962462485,207.2322229000274,[np.float64(-0.505)],[np.float64(-0.33125)],[1],[0],[0],[3.1081551000243053],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
108,0,108,"[np.float64(-0.20375), np.float64(-0.2225)]","[np.float64(0.185), np.float64(0.1875)]","[1, 1]","[0, 0]","[0, 0]","[1.6249386999988928, 2.474526899983175]","[None, 'target']",108,0,108,0,207.24753489997238,,5,207.24020510003902,207.24753489997238,207.24753489997238,0.007891900022514164,209.71478200005367,"[np.float64(-0.20375), np.float64(-0.2225)]","[np.float64(0.185), np.float64(0.1875)]","[1, 1]","[0, 0]","[0, 0]","[1.6249386999988928, 2.474526899983175]","[None, 'target']",P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
109,0,109,[np.float64(0.01)],[np.float64(-0.22625)],[1],[0],[0],[1.3250766000710428],['target'],109,0,109,0,209.73067800002173,,5,209.72324159997515,209.73067800002173,209.73067800002173,0.008343299967236817,211.04836869996507,[np.float64(0.01)],[np.float64(-0.22625)],[1],[0],[0],[1.3250766000710428],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
110,0,110,[np.float64(0.3075)],[np.float64(0.12125)],[1],[0],[0],[1.7255844000028446],['target'],110,0,110,0,211.06331520003732,,5,211.05634430004284,211.06331520003732,211.06331520003732,0.007881100056692958,212.7819861000171,[np.float64(0.3075)],[np.float64(0.12125)],[1],[0],[0],[1.7255844000028446],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
111,0,111,[np.float64(0.315)],[np.float64(0.11)],[1],[0],[0],[0.975520999985747],['target'],111,0,111,0,212.79728539998177,,5,212.78973459999543,212.79728539998177,212.79728539998177,0.007651199935935438,213.76531030004844,[np.float64(0.315)],[np.float64(0.11)],[1],[0],[0],[0.975520999985747],['target'],P_02,001,2025-09-28_19h23.25.518,Visual search experiment,,2025.1.1,60.51539751690823,2025-09-28 19h23.39.601027 +0530,
